Have,Hide?,Item,Slot,Skill,Min Level,Work %,XP %,Plus XP,Chest %,Fine Mat %,Dbl Rewards,Dbl Action,Minus Steps,Minus Steps %,Craft Outcome,No Mats %,Bird Nest %,Find Gems %,Ad Guild Token %,Collectible %,Gain 1-10 Coins %,Roll Gem Pouch Table %,Find 1 Coin Pouch %,Res.,Res.,Keywords,Region,Underwater Only,Chest From,Chest Drop %,Activity From,Activity Drop %,Activity Drop 1/X,Item Copy,Clean Item Name,Quality / Rarity,Rarity Sort,UUID,Export Name
FALSE,FALSE,Adventuring Amulet (1 Set),Neck,Global,,4,,,,,,,,,,,,,1.0,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Amulet (1 Set),Adventuring Amulet,epic,4,item-adventurer's_amulet-8d65c47c-5221-4669-89c7-749d80be00bd,adventuring_amulet
FALSE,FALSE,Adventuring Amulet (2 Set),Neck,Global,,4,,,4,,,,,,,,,,1.0,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Amulet (2 Set),Adventuring Amulet,epic,4,item-adventurer's_amulet-8d65c47c-5221-4669-89c7-749d80be00bd,adventuring_amulet
FALSE,FALSE,Adventuring Amulet (3 Set),Neck,Global,,4,,,4,6,,,,,,,,,1.0,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Amulet (3 Set),Adventuring Amulet,epic,4,item-adventurer's_amulet-8d65c47c-5221-4669-89c7-749d80be00bd,adventuring_amulet
FALSE,FALSE,Adventuring Amulet (4 Set),Neck,Global,,4,,,4,6,4.00,,,,,,,,1.0,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Amulet (4 Set),Adventuring Amulet,epic,4,item-adventurer's_amulet-8d65c47c-5221-4669-89c7-749d80be00bd,adventuring_amulet
FALSE,FALSE,Adventuring Amulet (5 Set),Neck,Global,,4,,,4,6,4.00,,1,,,,,,1.0,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Amulet (5 Set),Adventuring Amulet,epic,4,item-adventurer's_amulet-8d65c47c-5221-4669-89c7-749d80be00bd,adventuring_amulet
FALSE,FALSE,Adventuring Ring (Base),Ring,Global,,,,,,,,,,,,,,,0.5,,,,,,,,,FALSE,Adventuring Guild,0.003750,,,-,Adventuring Ring (Base),Adventuring Ring,epic,4,item-adventurer's_ring-ebc9e292-eb2e-4ff8-a099-cc9bd2e7f0a1,adventuring_ring
FALSE,FALSE,Adventuring Ring (1 Set),Ring,Global,,2,,,,,,,,,,,,,0.5,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Ring (1 Set),Adventuring Ring,epic,4,item-adventurer's_ring-ebc9e292-eb2e-4ff8-a099-cc9bd2e7f0a1,adventuring_ring
FALSE,FALSE,Adventuring Ring (2 Set),Ring,Global,,2,,,2,,,,,,,,,,0.5,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Ring (2 Set),Adventuring Ring,epic,4,item-adventurer's_ring-ebc9e292-eb2e-4ff8-a099-cc9bd2e7f0a1,adventuring_ring
FALSE,FALSE,Adventuring Ring (3 Set),Ring,Global,,2,,,2,3,,,,,,,,,0.5,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Ring (3 Set),Adventuring Ring,epic,4,item-adventurer's_ring-ebc9e292-eb2e-4ff8-a099-cc9bd2e7f0a1,adventuring_ring
FALSE,FALSE,Adventuring Ring (4 Set),Ring,Global,,2,,,2,3,2.00,,,,,,,,0.5,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Ring (4 Set),Adventuring Ring,epic,4,item-adventurer's_ring-ebc9e292-eb2e-4ff8-a099-cc9bd2e7f0a1,adventuring_ring
FALSE,FALSE,Adventuring Ring (5 Set),Ring,Global,,2,,,2,3,2.00,,1,,,,,,0.5,,,,,,,,,FALSE,,,Chest Dupe,,-,Adventuring Ring (5 Set),Adventuring Ring,epic,4,item-adventurer's_ring-ebc9e292-eb2e-4ff8-a099-cc9bd2e7f0a1,adventuring_ring
FALSE,FALSE,Axe of Destruction,Tool,Woodcutting,,35,,,,22,4.00,6.00,,,,,12,,0.5,,,,,,,hatchet,,FALSE,Adventuring Guild,0.000500,,,-,Axe of Destruction,Axe of Destruction,legendary,5,item-axe_of_destruction-a493952f-18b1-442b-be16-0385a014c01c,axe_of_destruction
FALSE,FALSE,Shoes of Escape,Feet,Travel,,15,,,,,,5.00,4,,,,,,,,,,,,,,,FALSE,Adventuring Guild,0.000500,,,-,Shoes of Escape,Shoes of Escape,legendary,5,item-shoes_of_escape-bd6be47c-373b-4557-ba9f-35fb62e7d390,shoes_of_escape
FALSE,FALSE,Walking Stick,Tool,Agility,1,5,,,,,,,,,,,,,,,,,,,,,,FALSE,Agility,0.100000,,,-,Walking Stick,Walking Stick,common,1,item-walking_stick-5c39714f-931f-425c-b244-39da97b4a40c,walking_stick
FALSE,FALSE,Water Bottle,Tool,Agility,1,,,,,,3.00,,,,,,,,,,,,,,,,,FALSE,Agility,0.100000,,,-,Water Bottle,Water Bottle,common,1,item-water_bottle-4e4844ed-ad74-49a9-bec9-c302e0052c6f,water_bottle
FALSE,FALSE,Running Shirt,Chest,Agility,9,9,,,,,,,,,,,,,,,,,,,,,,FALSE,Agility,0.025000,,,-,Running Shirt,Running Shirt,uncommon,2,item-running_shirt-5c434345-11c4-413d-911e-1a4c98964774,running_shirt
FALSE,FALSE,Running Shorts,Legs,Agility,7,5,3,1,,,,,,,,,,,,,,,,,,,,FALSE,Agility,0.025000,,,-,Running Shorts,Running Shorts,uncommon,2,item-running_shorts-36213be3-baea-43f2-a69e-ffe2fa87eeef,running_shorts
FALSE,FALSE,Grappling Hook,Back,Agility,38,-5,12,1,12,,,,,,,,,,,,,,,,,climbing,,FALSE,Agility,0.012500,Ridge Scrambling,0.0008,1250,Grappling Hook,Grappling Hook,rare,3,item-gappling_hook-a5be4a04-087b-4157-b916-04964abb63e2,grappling_hook
FALSE,FALSE,Toe Shoes,Feet,Agility,23,11,,,11,11,,,,,,,,,,,,,,,,,,FALSE,Agility,0.012500,,,-,Toe Shoes,Toe Shoes,rare,3,0720dcec-d0ac-4fb6-a76f-7780427ddaff,toe_shoes
FALSE,FALSE,Medieval Sneakers,Feet,Travel,25,15,33,,,,,,5,,,,,,,,,,,,,,,FALSE,Agility,0.003750,,,-,Medieval Sneakers,Medieval Sneakers,epic,4,item-medieval_sneakers-36c5d961-c6c4-44c4-bd2f-75bbf5408cb5,medieval_sneakers
FALSE,FALSE,Stepring,Ring,Agility,30,,,,,,,,,1,,,,,,,,,,,,,,FALSE,Agility,0.003750,,,-,Stepring,Stepring,epic,4,7598a283-b979-4c55-ac5f-f0b5056de143,stepring
FALSE,FALSE,Exercise Headband,Head,Travel,35,,,,35,,,15.00,,,,,,,,,,,,,,,,FALSE,Agility,0.001000,,,-,Exercise Headband,Exercise Headband,legendary,5,item-exercise_headband-90313677-9d5b-4434-858e-df2736194267,exercise_headband
FALSE,FALSE,Compressed Charcoal,Tool,Carpentry,6,4,,,8,,,,,,,,,,,,,,,,,,,FALSE,Carpentry,0.100000,,,-,Compressed Charcoal,Compressed Charcoal,common,1,34395b3c-09b3-4621-a65a-5902d7fa2355,compressed_charcoal
FALSE,FALSE,Flimsy Ruler,Tool,Carpentry,11,,,,,,,6.00,,,,1.00,,,,,,,,,,ruler,,FALSE,Carpentry,0.100000,,,-,Flimsy Ruler,Flimsy Ruler,common,1,item-simple_ruler-80aee221-bce8-4761-a6d7-1761fcd3c43b,flimsy_ruler
FALSE,FALSE,Protective Gloves,Hands,Carpentry,7,,,,,,,5.00,,,,,,,,,,,,,,,,FALSE,Carpentry,0.012500,,,-,Protective Gloves,Protective Gloves,uncommon,2,item-protective_gloves-4d56deb0-f9d8-4225-b178-f1511de04245,protective_gloves
FALSE,FALSE,Protective Pants,Legs,Carpentry,22,14,,,,,2.00,,,,,,,,,,,,,,,,,FALSE,Carpentry,0.012500,,,-,Protective Pants,Protective Pants,uncommon,2,item-protective_pants-c0800725-0607-4d10-93f8-1e316832c3ec,protective_pants
FALSE,FALSE,Protractor,Tool,Carpentry,17,9,,,,,4.00,,,,,,,,,,,,,,,,,FALSE,Carpentry,0.012500,,,-,Protractor,Protractor,uncommon,2,item-protractor-ad15d079-f3dd-4a56-9cf6-19fae58df05a,protractor
FALSE,FALSE,Woodworking Glasses,Head,Carpentry,17,,8,,,,9.00,,,,,,,,,,,,,,,,,FALSE,Carpentry,0.012500,,,-,Woodworking Glasses,Woodworking Glasses,uncommon,2,item-woodworking_glasses-90329e20-0a3a-48d5-aad2-9034bfcf8fca,woodworking_glasses
FALSE,FALSE,Precise Ruler,Tool,Carpentry,18,,,,,,,9.00,,,,3.00,,,,,,,,,,ruler,,FALSE,Carpentry,0.012500,,,-,Precise Ruler,Precise Ruler,rare,3,item-precise_ruler-96d4a8cd-8c14-4f6b-ad66-087d66beb038,precise_ruler
FALSE,FALSE,Protective Shirt,Chest,Carpentry,20,17,,2,6,,,,,,,3.00,,,,,,,,,,,,FALSE,Carpentry,0.012500,,,-,Protective Shirt,Protective Shirt,rare,3,item-protective_shirt-a6c18737-3041-4100-a965-39de2a77ca91,protective_shirt
FALSE,FALSE,Carpenter's Clogs,Feet,Carpentry,25,12,,,,,,,3,,,2.00,,,,,,,,,,,,FALSE,Carpentry,0.003750,,,-,Carpenter's Clogs,Carpenter's Clogs,epic,4,7cf774f7-63e3-4a12-8948-945f16b40545,carpenters_clogs
FALSE,FALSE,Handsaw,Tool,Carpentry,33,25,,,15,,5.00,5.00,,,,,,,,,,,,,,"carpentryTool,saw",,FALSE,Carpentry,0.003750,,,-,Handsaw,Handsaw,epic,4,item-handsaw-181a3bd2-0571-46f4-b1e4-ca17aca30d00,handsaw
FALSE,FALSE,Hookhat,Head,Carpentry,50,,,,,,3.00,,,,,,,,,,,,,,,,,FALSE,Carpentry,0.001000,,,-,Hookhat,Hookhat,legendary,5,cbfa1cb3-1e2a-4f61-9d3a-550a5620affa,hookhat
FALSE,FALSE,Hookhat (Glo),Head,"Crafting,Smithing,Trinketry",,,,,,,,,,,30,,,,,,,,,,,,,FALSE,,,Chest Dupe,,-,Hookhat (Glo),Hookhat,legendary,5,cbfa1cb3-1e2a-4f61-9d3a-550a5620affa,hookhat
FALSE,FALSE,Dull Knife,Tool,Cooking,5,10,1,,,,,2.00,,,,,,,,,,,,,,knife,,FALSE,Cooking,0.066667,,,-,Dull Knife,Dull Knife,common,1,item-dull_knife-4742c1c9-bbbe-4651-bb79-83c61ff0d0cc,dull_knife
FALSE,FALSE,Flora's Silver Spoon,Tool,Cooking,1,3,,,1,,,,,,,2.00,,,,,,,,,,,,FALSE,Cooking,0.066667,,,-,Flora's Silver Spoon,Flora's Silver Spoon,common,1,item-flora's_silver_spoon-a1681245-fcf0-44db-80b3-1aa95732e3b1,floras_silver_spoon
FALSE,FALSE,Sturdy Whisk,Tool,Cooking,15,,,,,,,,1,,,,,,,,,,,,,,,FALSE,Cooking,0.066667,,,-,Sturdy Whisk,Sturdy Whisk,common,1,item-sturdy_whisk-bd982055-0349-418c-aabf-ea59416dc049,sturdy_whisk
FALSE,FALSE,Cutting Board,Tool,Cooking,13,,,,4,,8.00,,,,,,,,,,,,,,,,,FALSE,Cooking,0.016667,,,-,Cutting Board,Cutting Board,uncommon,2,item-cutting_board-2cee2ecd-4e8b-4b99-ba4a-7c4b4e52e32c,cutting_board
FALSE,FALSE,Non-Slip Shoes,Feet,Cooking,17,,,,,,,,2,,,4.00,,,,,,,,,,,,FALSE,Cooking,0.016667,,,-,Non-Slip Shoes,Non-Slip Shoes,uncommon,2,item-non-slip_shoes-cab58f4c-9060-46c9-9728-4bca02694703,non_slip_shoes
FALSE,FALSE,Oven Mittens,Hands,Cooking,5,,,,,,,,2,,,3.00,,,,,,,,,,,,FALSE,Cooking,0.016667,,,-,Oven Mittens,Oven Mittens,uncommon,2,item-oven_mittens-de8dce30-17d6-4ba0-8eeb-9abac15c353a,oven_mittens
FALSE,FALSE,Chef's Apron,Chest,Cooking,25,3,,,,,8.00,,,,,,,,,,,,,,,,,FALSE,Cooking,0.006250,,,-,Chef's Apron,Chef's Apron,rare,3,item-chef's_apron-d7585773-e558-4bd5-b5d6-d080c5244685,chefs_apron
FALSE,FALSE,Chef's Hat,Head,Cooking,22,4,6,,,,,,,,,,,,,,,,,,,,,FALSE,Cooking,0.006250,,,-,Chef's Hat,Chef's Hat,rare,3,item-chef's_hat-953024d6-2424-4f56-b39d-46b48568dbad,chefs_hat
FALSE,FALSE,Flippy Spatula,Tool,Cooking,15,,,,4,,,,4,,,,,,,,,,,,,,,FALSE,Cooking,0.006250,,,-,Flippy Spatula,Flippy Spatula,rare,3,item-flippy_spatula-1a472845-4e91-4d10-96be-7716f7509b08,flippy_spatula
FALSE,FALSE,Large Pot,Tool,Cooking,20,,15,,,,,5.00,,,,,,,,,,,,,,pot,,FALSE,Cooking,0.006250,,,-,Large Pot,Large Pot,rare,3,item-large_pot-a7fa43cb-7d7a-41f4-8d50-d5c356efab3f,large_pot
FALSE,FALSE,Chef's Leg Apron,Legs,Cooking,17,8,,,,,12.00,,,,,,,,,,,,,,,,,FALSE,Cooking,0.003750,,,-,Chef's Leg Apron,Chef's Leg Apron,epic,4,item-chef's_leg_apron-a4742cda-ed59-4021-8823-c675127fb730,chefs_leg_apron
FALSE,FALSE,Meat Cleaver,Tool,Cooking,25,35,,,,,,5.00,,,,,,,,,,,,,,knife,,FALSE,Cooking,0.003750,,,-,Meat Cleaver,Meat Cleaver,epic,4,item-meat_cleaver-25424cbe-4594-4291-b6ea-bb881001355c,meat_cleaver
FALSE,FALSE,Recipe Book,Tool,Cooking,35,-12.5,,,,,,18.50,,,,7.00,,,,,,,,,,,,FALSE,Cooking,0.001000,,,-,Recipe Book,Recipe Book,legendary,5,item-recipe_book-5d052588-2e2e-49dd-b453-3d049390094e,recipe_book
FALSE,FALSE,Coral Cape (Glo),Cape,"Carpentry,Cooking,Crafting,Smithing,Trinketry",,,,,,,,,,,,3.00,,,,,,,,,,,,FALSE,Coral,0.050000,,,-,Coral Cape (Glo),Coral Cape,uncommon,2,item-coral_cape-f712ca12-8381-40c3-97b0-41133f7c244f,coral_cape
FALSE,FALSE,Coral Cape (Underwater),Cape,"Fishing,Foraging,Mining,Woodcuting",,,,,15,,,,,,,3.00,,,,,,,,,,,,TRUE,,,Chest Dupe,,-,Coral Cape (Underwater),Coral Cape,uncommon,2,item-coral_cape-f712ca12-8381-40c3-97b0-41133f7c244f,coral_cape
FALSE,FALSE,Crafting Boots,Feet,Crafting,14,,,,,,3.00,,,,9,3.00,,,,,,,,,,,,FALSE,Crafting,0.100000,,,-,Crafting Boots,Crafting Boots,common,1,item-crafting_boots-b53bf56c-880e-4687-b277-8a2725fc6aee,crafting_boots
FALSE,FALSE,Crafting Pants,Legs,Crafting,14,,,,2,,,,,,7,1.00,,,,,,,,,,,,FALSE,Crafting,0.100000,,,-,Crafting Pants,Crafting Pants,common,1,item-crafting_pants-c5e5c5f4-692a-4ad8-bdaf-1eb23f0fde21,crafting_pants
FALSE,FALSE,Crafting Shirt,Chest,Crafting,12,7,,1,,,,,,,9,2.00,,,,,,,,,,,,FALSE,Crafting,0.016667,,,-,Crafting Shirt,Crafting Shirt,uncommon,2,item-crafting_shirt-b98bbfcc-1cb0-4906-90df-495ecf20e5e1,crafting_shirt
FALSE,FALSE,Screwdriver (Custom),Tool,Crafting,24,,,,,,4,,,,5,,,,,,,,,,,craftingTool,,FALSE,,,Chest Dupe,,-,Screwdriver (Custom),Screwdriver,uncommon,2,item-screwdriver-0e10f510-78ed-4457-9d74-77b394426aff,screwdriver
FALSE,FALSE,Screwdriver (Maxed),Tool,Crafting,24,9,,,,,4.00,,,,5,3.00,,,,,,,,,,craftingTool,,FALSE,Crafting,0.016667,,,-,Screwdriver (Maxed),Screwdriver,uncommon,2,item-screwdriver-0e10f510-78ed-4457-9d74-77b394426aff,screwdriver
FALSE,FALSE,Slipstick,Tool,Crafting,18,,,,5,,,,,,12,2.00,,,,,,,,,,ruler,,FALSE,Crafting,0.016667,,,-,Slipstick,Slipstick,uncommon,2,item-slide_ruler-120122f9-e262-4dcf-a7bf-7a0f5a2333a8,slipstick
FALSE,FALSE,Slipstick (Glo),Tool,"Smithing,Trinketry",,,,,,,,,,,12,,,,,,,,,,,ruler,,FALSE,,,Chest Dupe,,-,Slipstick (Glo),Slipstick,uncommon,2,item-slide_ruler-120122f9-e262-4dcf-a7bf-7a0f5a2333a8,slipstick
FALSE,FALSE,Adjustable Wrench,Tool,Crafting,20,7,,,,,,,,,20,4.00,,,,,,,,,,"wrench,craftingTool",,FALSE,Crafting,0.008333,,,-,Adjustable Wrench,Adjustable Wrench,rare,3,item-adjustable_wrench-d4948b0a-33d8-45e5-b410-dea83d9f01c8,adjustable_wrench
FALSE,FALSE,Grippy Gloves,Hands,Crafting,31,,,,,,9.00,,,,,,,,,,,,,,,,,FALSE,Crafting,0.008333,,,-,Grippy Gloves,Grippy Gloves,rare,3,item-grippy_gloves-f2095946-3e35-420d-a1a0-ae32770e7e69,grippy_gloves
FALSE,FALSE,Protective Glasses (Carp),Head,Carpentry,12,12,,,,,5.00,,,,10,,,,,,,,,,,,,FALSE,,,Chest Dupe,,-,Protective Glasses (Carp),Protective Glasses,rare,3,item-protective_glasses-a37dce79-2d07-4376-89af-b8d115b1e100,protective_glasses
FALSE,FALSE,Protective Glasses (Craft),Head,Crafting,23,20,,,,,8.00,,,,10,,,,,,,,,,,,,FALSE,Crafting,0.008333,,,-,Protective Glasses (Craft),Protective Glasses,rare,3,item-protective_glasses-a37dce79-2d07-4376-89af-b8d115b1e100,protective_glasses
FALSE,FALSE,Protective Glasses (Glo),Head,"Smithing,Trinketry",,,,,,,,,,,10,,,,,,,,,,,,,FALSE,,,Chest Dupe,,-,Protective Glasses (Glo),Protective Glasses,rare,3,item-protective_glasses-a37dce79-2d07-4376-89af-b8d115b1e100,protective_glasses
FALSE,FALSE,Crafting Guidebook,Tool,Crafting,30,-15,,,10,,10.00,,,,20,,,,,,,,,,,,,FALSE,Crafting,0.003750,,,-,Crafting Guidebook,Crafting Guidebook,epic,4,item-crafting_guidebook-611808b9-9d45-440a-98bf-a64037eacbe3,crafting_guidebook
FALSE,FALSE,Modified Platform Shoes,Feet,Crafting,42,,,,,,2.00,,3,,18,2.00,,,,,,,,,,,,FALSE,Crafting,0.003750,,,-,Modified Platform Shoes,Modified Platform Shoes,epic,4,de7ebbe7-4ba6-44fb-a000-694b9f4d165f,modified_platform_shoes
FALSE,FALSE,Candlehat,Head,Crafting,50,,,,,,,,,,30,2.00,,,,,,,,,,lightSource,,FALSE,Crafting,0.001000,,,-,Candlehat,Candlehat,legendary,5,item-candlehat-8c615fd7-d9ba-4c10-b8ad-03338163d6ee,candlehat
FALSE,FALSE,Ink Pen (GDTE),Tool,Global,,-2,,,,15,,,,,,,,,,,,,,,,,GDTE,FALSE,Erdwise,0.066667,,,-,Ink Pen (GDTE),Ink Pen,common,1,6726846b-9d6e-40a1-8ec3-dd564131b15d,ink_pen
FALSE,FALSE,Loose Change Pouch (GDTE),Tool,Global,,,,,,,,,,,,,,,,,5.0,,,,,,GDTE,FALSE,Erdwise,0.066667,,,-,Loose Change Pouch (GDTE),Loose Change Pouch,common,1,0f784812-09d9-4051-9dbd-089a8a14f7d0,loose_change_pouch
FALSE,FALSE,Makeup Set (GDTE),Tool,Global,,,,,,,3.00,,,,,,,,,,,,,,,,GDTE,FALSE,Erdwise,0.066667,,,-,Makeup Set (GDTE),Makeup Set,common,1,e40be30c-22f3-4e2f-b862-d85c836d1c20,makeup_set
FALSE,FALSE,Map of Erdwise,Tool,Travel,,,,,,,,,,,,,,,,,5.0,,,,,,Erdwise,FALSE,Erdwise,0.025000,,,-,Map of Erdwise,Map of Erdwise,uncommon,2,fa277527-585b-4a1d-bc73-a25fe1195017,map_of_erdwise
FALSE,FALSE,Royal Troubadour Boots,Feet,Trinketry,,,,,8,,,2.00,,,,,,,,,,,,,,,,FALSE,,,Chest Dupe,,-,Royal Troubadour Boots,Royal Troubadour Boots,uncommon,2,49cb0378-b7d0-49f1-9e27-67e27ffce6c6,royal_troubadour_boots
FALSE,FALSE,Royal Troubadour Boots (GDTE),Feet,Trinketry,,,,,8,,,2.00,,,,,,,,,,,,,,,GDTE,FALSE,Erdwise,0.025000,,,-,Royal Troubadour Boots (GDTE),Royal Troubadour Boots,uncommon,2,49cb0378-b7d0-49f1-9e27-67e27ffce6c6,royal_troubadour_boots
FALSE,FALSE,Royal Troubadour Gloves,Hands,Trinketry,,,4,,,,,3.00,,,,,,,,,,,,,,,,FALSE,,,Chest Dupe,,-,Royal Troubadour Gloves,Royal Troubadour Gloves,rare,3,da5bd9b9-e765-451f-a8c0-6b5881798109,royal_troubadour_gloves
FALSE,FALSE,Royal Troubadour Gloves (GDTE),Hands,Trinketry,,,4,,,,,3.00,,,,,,,,,10.0,1.0,,,,,GDTE,FALSE,Erdwise,0.012500,,,-,Royal Troubadour Gloves (GDTE),Royal Troubadour Gloves,rare,3,da5bd9b9-e765-451f-a8c0-6b5881798109,royal_troubadour_gloves
FALSE,FALSE,Royal Troubadour Pantaloons,Legs,Trinketry,,,,,12,,,3.00,,,,,,,,,,,,,,,,FALSE,,,Chest Dupe,,-,Royal Troubadour Pantaloons,Royal Troubadour Pantaloons,rare,3,2b0742cb-87e0-4fc1-a670-e02c3b6299eb,royal_troubadour_pantaloons
FALSE,FALSE,Royal Troubadour Pantaloons (GDTE),Legs,Trinketry,,,,,12,,,3.00,,,,,,,,,10.0,1.0,,,,,GDTE,FALSE,Erdwise,0.012500,,,-,Royal Troubadour Pantaloons (GDTE),Royal Troubadour Pantaloons,rare,3,2b0742cb-87e0-4fc1-a670-e02c3b6299eb,royal_troubadour_pantaloons
FALSE,FALSE,Chrome Wool,Tool,Trinketry,,32,,,,,4.00,,,,,,,,,,,,,,,Sander,,FALSE,,,Chest Dupe,,-,Chrome Wool,Chrome Wool,epic,4,2db16807-5eee-4a5d-9557-e050be2783c0,chrome_wool
FALSE,FALSE,Chrome Wool (GDTE),Tool,Trinketry,,32,,,,,4.00,5.00,,,,,,,,,,,,,,Sander,GDTE,FALSE,Erdwise,0.003750,,,-,Chrome Wool (GDTE),Chrome Wool,epic,4,2db16807-5eee-4a5d-9557-e050be2783c0,chrome_wool
FALSE,FALSE,Royal Troubadour Capesuit,Chest,Trinketry,,,,,,30,,4.00,,,,,,,,,,,,,,,,FALSE,,,Chest Dupe,,-,Royal Troubadour Capesuit,Royal Troubadour Capesuit,epic,4,4625f0d8-4a13-40e7-8456-ebc8ffe8bcfb,royal_troubadour_capesuit
FALSE,FALSE,Royal Troubadour Capesuit (GDTE),Chest,Trinketry,,,,,,30,,4.00,,,,,,,,,15.0,2.0,,,,,GDTE,FALSE,Erdwise,0.003750,,,-,Royal Troubadour Capesuit (GDTE),Royal Troubadour Capesuit,epic,4,4625f0d8-4a13-40e7-8456-ebc8ffe8bcfb,royal_troubadour_capesuit
FALSE,FALSE,Royal Troubadour Hat,Head,Trinketry,,,,,,,4.00,4.00,,,,,,,,,,,,,,,,FALSE,,,Chest Dupe,,-,Royal Troubadour Hat,Royal Troubadour Hat,legendary,5,9ad619a1-c44e-42be-a521-ab9d43175716,royal_troubadour_hat
FALSE,FALSE,Royal Troubadour Hat (GDTE),Head,Trinketry,,,,,,,4.00,4.00,,,,,,,,,15.0,,1.0,,,,GDTE,FALSE,Erdwise,0.001000,,,-,Royal Troubadour Hat (GDTE),Royal Troubadour Hat,legendary,5,9ad619a1-c44e-42be-a521-ab9d43175716,royal_troubadour_hat
